#####################################################################################
##  (c) Copyright by Pierre Auger Collaboration 2014                               ##
##                                                                                 ##
##  Publications using or referring to these data should cite the following        ## 
##  reference:                                                                     ##
##                                                                                 ##
##  A. Aab et al. (The Pierre Auger Collaboration), "Searches for Anisotropies in  ##
##  the Arrival Directions of the Highest Energy Cosmic Rays Detected by the       ##
##  Pierre Auger Observatory", arXiv:1411.6111                                     ##
##                                                                                 ##
##  Data are provided as is and might be subject to future changes.                ##
##                                                                                 ##
##  These data are released under the Creative Commons Attribution-ShareAlike 4.0  ##
##  International License (CC BY-SA 4.0). For more details see                     ##
##  http://creativecommons.org/licenses/by-sa/4.0/                                 ##
##                                                                                 ##
#####################################################################################

#YYYY DDD    Theta    E      RA      dec     Glon    Glat
2004  125    47.7    62.2   267.2   -11.4    15.5     8.4
2004  142    59.2    84.7   199.7   -34.9   -50.8    27.7
2004  177    71.5    54.6    12.7   -56.6   -56.9   -60.5
2004  239    58.3    54.0    32.7   -85.0   -59.1   -31.8
2004  282    26.3    58.6   208.1   -60.1   -49.5     1.9
2004  339    44.6    78.2   268.4   -61.0   -27.6   -16.9
2004  343    23.3    58.2   224.7   -44.0   -34.1    13.1
2005   50    67.5    60.2    29.0   -14.0   174.9   -70.0
2005   54    34.9    71.2    17.5   -37.8   -76.0   -78.6
2005   63    54.4    71.9   331.2    -1.3    58.7   -42.4
2005   81    17.1    52.1   199.1   -48.5   -52.8    14.1
2005  186    57.5   108.2    45.6    -1.7   179.5   -49.6
2005  233    65.4    61.9   278.4    -1.3    29.7     3.4
2005  295    15.3    54.9   333.0   -38.1     4.4   -55.0
2005  306    14.2    74.9   114.8   -42.8  -103.9   -10.0
2005  347    65.6    77.5    18.3    29.2   128.6   -33.4
2006    5    30.9    78.2    18.9    -4.7   138.3   -66.8
2006   35    30.8    72.2    53.6    -7.8  -165.9   -46.9
2006   55    37.9    52.8   267.6   -60.6   -27.5   -16.4
2006   64    66.6    64.8   275.2   -57.2   -22.6   -18.6
2006   81    34.0    69.5   201.1   -55.3   -52.3     7.3
2006  100    33.7    54.7    28.8   -16.4  -179.9   -71.8
2006  118    57.3    56.3   322.5    -2.0    51.6   -35.6
2006  126    65.2    82.0   299.0    19.4    57.6    -4.7
2006  142    22.6    64.3   121.8   -52.5   -93.0   -10.7
2006  160    76.5    60.7    52.7   -43.4  -109.6   -54.1
2006  185    58.8    89.0   349.9     9.3    88.4   -47.3
2006  263    49.9    53.0    82.1    14.6  -169.9   -10.9
2006  284    54.5    54.0   142.3   -13.1  -114.3    26.6
2006  296    53.9    67.7    53.0    -4.5  -170.5   -45.6
2006  299    26.0    59.5   200.9   -45.3   -51.2    17.2
2006  350    17.6    60.0   305.6   -46.3    -6.4   -34.5
2007    9    54.0    53.8   321.0     8.1    60.4   -28.7
2007   13    14.2   127.1   192.8   -21.2   -57.1    41.7
2007   14    55.9    52.2   192.6    17.2   -58.4    80.1
2007   69    30.4    60.0   200.2   -43.4   -51.4    19.2
2007   84    17.5    60.8   143.4   -18.1  -109.4    24.1
2007  106    49.8    70.3    17.5    13.6   129.8   -49.0
2007  145    24.0    68.4    47.5   -12.8  -164.0   -54.5
2007  161    41.9    53.6   137.3     6.2  -135.9    33.4
2007  166    79.6    54.9   245.8     8.5    22.9    36.7
2007  186    44.9    61.5   219.5   -53.9   -41.7     5.8
2007  193    17.9    79.7   325.5   -33.4    12.2   -49.0
2007  203    55.3    57.0   265.9     5.9    30.5    17.8
2007  205    76.5    61.9   195.5   -63.4   -55.9    -0.6
2007  221    35.5    67.8   212.8    -3.1   -21.6    54.2
2007  227    33.6    60.7   192.5   -35.3   -57.3    27.5
2007  234    33.3    68.1   185.3   -27.9   -65.2    34.5
2007  235    42.6    60.8   105.9   -22.9  -125.2    -7.7
2007  295    21.1    65.9   325.7   -15.5    37.8   -44.8
2007  295    56.5    55.8    39.2    19.4   154.4   -36.9
2007  314    76.7    52.5    59.6    38.3   158.5   -11.3
2007  339    68.2    54.0   250.3     1.8    18.5    29.5
2007  343    30.9    82.4    81.6    -7.4  -150.1   -22.3
2007  345    51.6    72.7   315.3   -53.8   -16.0   -40.5
2008   10    77.1    80.2   271.1    19.0    45.2    18.7
2008   13    16.8    64.2   252.7   -22.7    -1.9    13.7
2008   18    50.2   111.8   352.6   -20.8    47.5   -70.5
2008   36    28.3    65.3   187.5   -63.5   -59.5    -0.7
2008   48    76.9    60.4    19.8   -25.5  -160.1   -83.6
2008   49    50.7    56.0    64.1   -52.7   -98.5   -44.4
2008   51    20.7    53.3   202.0   -54.9   -51.8     7.6
2008   52    31.7    56.2    82.8   -15.8  -141.2   -24.7
2008   72     4.4    52.4   184.4   -32.4   -65.2    30.0
2008   87    38.9    73.1   220.6   -42.8   -36.3    15.5
2008  118    36.2    62.9   110.2    -0.9  -142.9     6.1
2008  142    43.4    56.7   199.4     6.6   -39.0    68.5
2008  184    53.7    55.7    33.0    11.0   152.8   -47.2
2008  192    20.2    55.1   306.5   -55.1   -17.1   -35.3
2008  205    53.1    56.7   358.9    15.5   103.6   -45.2
2008  250    68.8    52.0    67.7     4.0  -168.7   -28.6
2008  264    44.4    89.3   116.0   -50.6   -96.4   -12.9
2008  266    59.0    61.2   339.4   -63.3   -35.4   -47.8
2008  268    49.8   118.3   287.7     1.5    36.5    -3.6
2008  282    29.0    58.1   202.2   -16.1   -44.2    45.9
2008  296    42.8    64.7    15.6   -17.1   137.9   -79.6
